,idandtype,productname,company,interest_type,deposit_type,highest_rate,deposit_limit,period,monthly_interest,preference,review_counts,average_rate
47,165DEPOSIT,이어도사랑적금,jeju,단리,정기적립,2.1,1만원 ~ 제한없음,12개월 ~ 24개월,"
개월별 기본금리
12개월기본 1.6%우대 시 2.1%24개월기본 1.7%우대 시 2.2%
","""① 이 예금의 이자율은 가입일 현재 영업점에 고시한 계약기간별 기본이자율
에 교차우대이자율(최고 연 0.3%p), 특별우대이자율(연 0.1%p)을 우대하여
적용합니다. ② 인터넷 뱅킹을 통하여 가입한 경우 ①항의 이자율에 인터넷 신규우대 이자
율 0.1%p을 추가하여 적용합니다. □ 교차 우대이자율 적용
 다음 각 호에 해당하는 경우 1건당(연 0.1%p), 최고(연 0.3%p)이내에서
 우대이자율을 우대합니다..
 1) 적금 가입시 자동대체 등록고객 : 우대이자율 0.1p% 제공
 2) 제주은행 신규 등록 고객 : 우대이자율 0.1p% 제공
 3) 입출금이 자유로운 예금 기가입 고객 : 우대이자율 0.1%p 제공
 4) 등록 장애인(복지카드 소지자) 고객 : 우대이자율 0.1%p 제공
 5) 비과세종합저축 대상 고객 : 우대이자율 0.1%p 제공
 6) 다자녀 고객(3자녀 이상), 다문화 가정 고객 : 우대이자율 0.1%p 제공

☐ 특별우대이자율
 이 예금은 가입시 이어도사랑 기부금 출연을 희망하여 신청한 고객 :
 우대이자율 연 0.1%p 제공
 (단, 고객이 출연한 기부금이 년간 누계액 기준 1천만원 이른 시점부터는
 해당연도의 특별우대이자율 제공 및 기부금 모금은 끝납니다.)
☐ 인터넷 신규 우대이자율
 이 예금을 인터넷뱅킹으로 신규 가입하는 고객 : 우대이자율 0.1%P 제공""
",0,
48,166DEPOSIT,더드림통장,jeju,단리,자유적립,1.4,"제한없음 ~ 1,000만원",6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.2%우대 시 1.4%12개월기본 1.3%우대 시 1.5%24개월기본 1.4%우대 시 1.6%36개월기본 1.5%우대 시 1.7%
","""교차우대금리 : 최고 0.2%p(항목당 0.1%p우대)
① 대출잔액 300만원 이상인 경우 0.1%p우대
② 신용카드 이용회원인 경우 0.1%p우대
③ 전자금융(인터넷뱅킹, 모바일뱅킹, 텔레뱅킹) 이용고객 0.1%p우대
④ 유동성 월평 30만원 이상인 경우 0.1%p우대
⑤ 자동대체 등록시 0.1%p우대
⑥ 탑스고객 또는 고객정보가 등록되지 않은 고객인 경우에는 0.1%p우대
⑦ 탐나는 J 연금통장 가입 고객으로 최근 3개월 연금수급(국민연금, 공무
원연금, 군인연금, 사학연금, 보훈연금) 이체 실적이 있는 경우 0.1%p
우대
⑧ 제주국민연금안심통장 가입 고객으로 국민연금 급여가 입금된 경우
0.1%p 우대 ""
",0,
49,167DEPOSIT,제주Tops허니문통장,jeju,단리,정기적립,2.2,10만원 ~ 300만원,12개월 ~ 60개월,"
개월별 기본금리
12개월기본 1.5%우대 시 2.2%24개월기본 1.6%우대 시 2.3%36개월기본 1.7%우대 시 2.4%60개월기본 1.8%우대 시 2.5%
","""자동대체 등록 거래시 0.1% 우대
적금 계약기간중 자녀 출산시 0.2% 우대
적금 계약기간중 결혼시 0.3% 우대
비대면 매체로 신규 가입 시 0.1% 우대""
",0,
50,168DEPOSIT,행복을 가꾸는 통장,jeju,단리,자유적립,2.1,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.6%우대 시 2.1%24개월기본 1.7%우대 시 2.2%36개월기본 1.8%우대 시 2.3%
","""➀ 매 저축 건별로 자동이체 거래 시 0.1% 우대
② 자동재신규 2백만원이상(세금납부 후)인 계좌 0.1% 우대
➂ 신규년도 해당띠에 태어난 만 18세 이하의 고객, 신규 후 첫 번째 계약기간 동안
 0.1% 우대
④ 신규 첫 회 저축 건 0.1% 일괄 우대(자동재신규 제외)
⑤ 인터넷뱅킹 등 비대면매체로 신규가입 시 0.1% 우대""
",0,
51,169DEPOSIT,모아모아 월복리적금,jeju,단리,자유적립,2.2,1만원 ~ 500만원,36개월 고정,"
개월별 기본금리
36개월기본 1.9%우대 시 2.2%
","""아래의 요건중 1건이상 충족시 최고 0.3% 우대
교차상품 판매실적에 따른 가산금리 적용(최고 0.2%p)
유동성예금 기가입고객(대상과목:보통,저축,자유저축,당좌,가계당좌,기업자유예금) 0.1%p
거치식, 적립식, 방카, 펀드 기가입고객 0.1%p
고객정보(CIF) 최초등록(가입일로부터 1개월 이내 등록)고객 0.2%p
자동대체 등록고객 0.1%p""
",0,
52,16DEPOSIT,우리유후적금,woori,복리,자유적립,2.25,제한없음 ~ 100만원,12개월 ~ 60개월,"
개월별 기본금리
12개월기본 2.05%우대 시 2.25%24개월기본 2.05%우대 시 2.25%36개월기본 2.05%우대 시 2.25%48개월기본 2.05%우대 시 2.25%60개월기본 2.05%우대 시 2.25%
","""1. 부모와 자녀 동시 가입 시 연 0.1%p
2. 우리 유후 통장에서 자동이체 등록 시 연 0.1%p
3. 직전 회전기간 동안 100만원 이상 납입 시 다음 회전기간 동안
 연 0.1%p
4. 인터넷 뱅킹 또는 스마트 뱅킹으로 가입 시 연 0.1%p""
",6,3.5
53,170DEPOSIT,정기적금,jeju,단리,정기적립,1.5,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.4%우대 시 1.5%12개월기본 1.5%우대 시 1.6%24개월기본 1.6%우대 시 1.7%36개월기본 1.7%우대 시 1.8%
","인터넷뱅킹 등 비대면매체로 가입시 가입기간별 고시금리+0.1% 추가 우대
",0,
54,171DEPOSIT,제주SOHO적금 (정기적립식),jeju,단리,정기적립,1.9,1만원 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.6%우대 시 1.9%24개월기본 1.7%우대 시 2%36개월기본 1.8%우대 시 2.1%
","- 교차우대 최고 연 0.3%p(항목별 연 0.1%p)
①탐나는 J 사업자통장 가입
②제주은행 계좌로 카드가맹점 대금 이체 실적 有
③종업원 급여이체
④비 활동성 고객
⑤SOHO 전용 패키지 가입",0,
55,172DEPOSIT,제주SOHO적금 (자유적립식),jeju,단리,자유적립,1.8,"1만원 ~ 1,000만원",12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 1.8%24개월기본 1.6%우대 시 1.9%36개월기본 1.7%우대 시 2%
","- 교차우대 최고 연 0.3%p(항목별 연 0.1%p)
①탐나는 J 사업자통장 가입
②제주은행 계좌로 카드가맹점 대금 이체 실적 有
③종업원 급여이체
④비 활동성 고객
⑤SOHO 전용 패키지 가입",0,
56,173DEPOSIT,저탄소푸르미적금 (정기적립식),jeju,단리,정기적립,2.1,1만원 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 2.1%24개월기본 1.6%우대 시 2.2%36개월기본 1.7%우대 시 2.3%
","""1. 저탄소 녹색성장 관련 우대이자율 (중복적용이 가능하며 최대 0.3%p 가산함)
1) 제주특별자치도「탄소포인트제」 참여자 : 연0.1%p
2) 친환경 차량 소유자 : 연0.1%p (본인 소유 승용차에 한함. 대상차량 : LPG차, 하이브리드차, 전기자동차)
3) 저탄소 녹색성장을 위한 에너지절약 실천운동 참여자 : 연0.1%P 
4) (사)제주올레 후원회 회원, (사)제주올레 아카데미 신청자, (사)제주올레가 발간하는 가이드북에 등재된 음식/숙박업체 대표 : 연0.1%p
5) 제주특별자치도 도민 및 도외 도민회 회원 : 연0.1%p
2. 거래형태에 따른 우대이자율
① 적립금액에 따른 우대이자율. 단, 중복적용불가
가. 월저축금액이 10만원 이상시 연0.1%P
나. 월적축금액이 30만원 이상시 연0.2%P
② 자동이체거래에 따른 우대이자율 : 신규거래에 자동이체 등록시 연0.1%P""
",0,
57,174DEPOSIT,저탄소푸르미적금 (자유적립식),jeju,단리,자유적립,2.1,"1만원 ~ 1,000만원",12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 2.1%24개월기본 1.6%우대 시 2.2%36개월기본 1.7%우대 시 2.3%
","""1. 저탄소 녹색성장 관련 우대이자율 (중복적용이 가능하며 최대 0.3%p 가산함)
1) 제주특별자치도「탄소포인트제」 참여자 : 연0.1%p
2) 친환경 차량 소유자 : 연0.1%p (본인 소유 승용차에 한함. 대상차량 : LPG차, 하이브리드차, 전기자동차)
3) 저탄소 녹색성장을 위한 에너지절약 실천운동 참여자 : 연0.1%P 
4) (사)제주올레 후원회 회원, (사)제주올레 아카데미 신청자, (사)제주올레가 발간하는 가이드북에 등재된 음식/숙박업체 대표 : 연0.1%p
5) 제주특별자치도 도민 및 도외 도민회 회원 : 연0.1%p
2. 거래형태에 따른 우대이자율
① 적립금액에 따른 우대이자율. 단, 중복적용불가
가. 매회 저축금액이 10만원 이상시 적립건별 연0.1%P
나. 매회 저축금액이 30만원 이상시 적립건별 연0.2%P
② 자동이체거래에 따른 우대이자율 : 매회 저축금액을 자동이체로 거래시 적립건별 연0.1%P""
",0,
58,175DEPOSIT,만덕사랑적금 (정기적립식),jeju,단리,정기적립,2.1,제한없음 ~ 제한없음,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 2.1%24개월기본 1.6%우대 시 2.2%36개월기본 1.7%우대 시 2.3%
","- 교차우대 여성 최고  연 0.6%p(남성  연0.5%p) (항목별 연 0.1%p)
①매 저축 건별 자동대체 거래
②미성년자
③여성
④다자녀고객(3자녀 이상)
⑤자원봉사인증서 or 헌혈증서 지참
⑥복지단체후원금 or 기부금영수증 지참
⑦복지카드소지",0,
59,176DEPOSIT,만덕사랑적금 (자유적립식),jeju,단리,자유적립,2.1,"제한없음 ~ 1,000만원",12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.5%우대 시 2.1%24개월기본 1.6%우대 시 2.2%36개월기본 1.7%우대 시 2.3%
","- 교차우대 여성 최고  연 0.6%p(남성  연0.5%p) (항목별 연 0.1%p)
①매 저축 건별 자동대체 거래
②미성년자
③여성
④다자녀고객(3자녀 이상)
⑤자원봉사인증서 or 헌혈증서 지참
⑥복지단체후원금 or 기부금영수증 지참
⑦복지카드소지",1,3.0
60,178DEPOSIT,KDBdream 자유적금,kdb,단리,자유적립,0.0,1만원 ~ 500만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.55%우대 시 0%12개월기본 1.8%우대 시 1.85%24개월기본 1.9%우대 시 1.95%36개월기본 2.05%우대 시 2.1%
","KDBdream Account 계좌에서 자동이체방법으로 납입하는 경우, 연 0.10% 가산",0,
61,179DEPOSIT,KDB Hi 자유적금,kdb,복리,자유적립,1.9,1만원 ~ 300만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.88%우대 시 1.9%24개월기본 1.98%우대 시 2.01%36개월기본 2.14%우대 시 2.18%
","KDB Hi 입출금통장에서 자동이체방법으로 납입하는 경우, 연 0.10% 가산",0,
62,17DEPOSIT,우리 웰리치100 적금 (단기형),woori,단리,자유적립,0.0,제한없음 ~ 300만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.35%우대 시 0%12개월기본 1.45%우대 시 2.15%24개월기본 1.5%우대 시 2.25%36개월기본 1.55%우대 시 0%
","- 신규 시 아래항목 충족 시 최고 연0.2%p
1. 올포미 신용 카드 보유 및 우리은행 결제계좌 지정 연 0.2%p
2. 우리은행 첫거래 고객 연 0.1%p
3. 급여/연금치에 고객 연0.1%p
4. 통신비/공과금 자동이체 고객 연0.1%p",1,3.0
63,182DEPOSIT,IBK창업예금,ibk,단리,정기적립,1.9,제한없음 ~ 제한없음,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.5%우대 시 1.9%12개월기본 1.6%우대 시 2%24개월기본 1.7%우대 시 2.1%36개월기본 1.8%우대 시 2.2%
","""1. 창업축하 우대금리 제공 : 계약기간 중 창업을 하여 사업자등록증 등 증빙을 제출하거나 예금가입 당시 사업자등록일로부터 3년이내인 기업
우대금리 : 연 0.2%p
2. One+One 우대금리 제공 : 예금 가입일로부터 익월 말일까지 다음요건 중 2개 이상 충족하는 개인 또는 기업 
우대금리 : 연 0.3%p
3. 실적인정기준
① 급여입금실적 당행 급여이체 : 영업점 및 인터넷뱅킹을 통한 급여이체로 입금된 경우
기타이체 : 지로대량이체, CMS대량이체, 타행환, 전자금융을 통해 입금되는 경우 “급여, 월급, 상여금”의 용어가 맨 앞 또는 맨 뒤에 위치 (중간에 위치하거나 다른 용어로 입금 시 급여이체로 불인정) 
지정일 등록 : ‘급여이체 또는 생활비이체’ 지정일 등록을 하고, 지정일자(전후 1영업일 포함 총 3영업일)에 30만원 이상 입금 실적이 있는 경우
② 급여이체실적 
급여이체서비스 등록 기업으로 예금가입 익월말일까지 영업점 및 인터넷뱅킹을 통해 급여이체를 실시한 경우
③ 신용카드는 최초 신규로 체크카드를 포함하며, 가족카드는 제외
④ 가맹점 등록은 입금계좌를 타행계좌에서 당행계좌로 변경한 경우도 포함""
",0,
64,183DEPOSIT,IBK e-끌림통장(자유적금),ibk,단리,자유적립,1.3,제한없음 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 1.3%우대 시 1.3%
",,0,
65,184DEPOSIT,여성시대통장(자유적금),ibk,단리,자유적립,1.95,1만원 ~ 제한없음,12개월 고정,"
개월별 기본금리
12개월기본 1.65%우대 시 1.95%
","""1. 자동이체 우대금리 : 연 0.1%p
 (대상 : 이 통장의 입출금식예금에서 적립식예금으로 자동이체를 통해 입금되는 금액)
2. 여성카드사용 우대금리
 - 여성전용카드 연간 1천만원 이상 사용 : 연 0.1%p
 - 여성전용카드 연간 2천만원 이상 사용 : 연 0.2%p
(대 상 : 여성전용카드(성공한여성플래티늄카드, 프리마돈나카드)를 적립식예금또는 거치식예금 만기일까지 일정금액 이상 사용한 고객) ""
",0,
66,185DEPOSIT,IBK꽃보다청춘통장(정기적금),ibk,단리,자유적립,1.5,1만원 ~ 500만원,6개월 ~ 36개월,"
개월별 기본금리
6개월기본 1.3%우대 시 1.5%12개월기본 1.5%우대 시 1.7%24개월기본 1.55%우대 시 1.75%36개월기본 1.65%우대 시 1.85%
","""다음 조건을 충족하는 경우 항목별로 해당 우대금리 제공
(단, 최고 연 0.2%p를 초과할 수 없음) ① 이 통장 만기년도에 만 60세 이상인 고객인 경우 : 연 0.10%p 
(예시) 이 통장 만기년도 2014년인 경우 : 1954년생 이후 출생자에게 금리우대 
이 통장 만기년도 2015년인 경우 : 1955년생 이후 출생자에게 금리우대 
② 계약기간 동안 당행 신용(체크)카드 이용실적이 있는 경우 : 연 0.10%p
③ 계약기간 중 여행관련 증빙서류*를 영업점에 제출하는 경우 : 연 0.10%p ※ 항공, 철도티켓 및 호텔, 콘도 등 숙박 확인서류 등""
",0,
67,186DEPOSIT,IBK상조적금,ibk,단리,정기적립,1.85,2만원 ~ 100만원,12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.65%우대 시 1.85%24개월기본 1.65%우대 시 1.85%36개월기본 1.65%우대 시 1.85%
","""만기도달축하금리 : 0.20
* 최초 만기일 또는 계약기간 자동연장 종료일 도달 시 제공""
",0,
68,187DEPOSIT,참!좋은 기부적금,ibk,단리,정기적립,2.1,1만원 ~ 100만원,12개월 고정,"
개월별 기본금리
12개월기본 1.3%우대 시 2.1%
","""1. 기부감사 우대금리 : 연 ０.３0%p
- 가입시점이나 가입기간 中 기부관련 확인서류(최근 1년 이내 자료일 것)를 영업점에 제출하고 인증 등록을 받은 경우
2. 자동이체 우대금리 : 연 0.50%p
- 계약기간 이내에 10회 이상 자동이체 횟수를 충족하는 경우 우대이율 제공
(단, 당행 계좌 간 자동이체만 인정) ""
",0,
69,188DEPOSIT,신서민섬김통장(정기적금),ibk,단리,정기적립,2.05,"제한없음 ~ 3,000만원",12개월 ~ 36개월,"
개월별 기본금리
12개월기본 1.35%우대 시 2.05%24개월기본 1.4%우대 시 2.1%36개월기본 1.45%우대 시 2.15%
","최고 연 0.5%p
1. 신규고객 우대금리 : 연 0.1%p
2. 거래심화 우대금리 : 연 0.4%p",0,
70,189DEPOSIT,IBK국군희망준비적금,ibk,단리,정기적립,4.0,1만원 ~ 10만원,6개월 ~ 24개월,"
개월별 기본금리
6개월기본 3.8%우대 시 4%12개월기본 5.25%우대 시 5.45%24개월기본 5.3%우대 시 5.5%
","""① 당행 입출금식 계좌에 급여이체 실적이 있는 경우 : 0.20
② 당행 신용(체크)카드 연평균 결제금액이 다음 조건을 충족하는 경우 해당
 시 우대금리 제공
- 연평균 결제금액 30만원 이상 :  0.10
- 60만원 미만 60만원 이상 : 0.20""
",0,
71,18DEPOSIT,우리 웰리치100 적금 (장기형),woori,단리,자유적립,2.45,제한없음 ~ 300만원,36개월 고정,"
개월별 기본금리
36개월기본 2.15%우대 시 2.45%
","""기본 우대이자율 : 최고 연 0.2%p
1. 우리은행으로 연금(국민, 공무원, 군인, 사학, 기초) 이체 실적 보유 연 0.1%p
2. 신규 시 우리웰리치100연금통장에서 자동이체 등록 시 연 0.1%p
3. 신규 시 우리카드사 신용/체크카드 보유 시 연 0.1%p
4. 인터넷뱅킹/스마트뱅킹을 통해 가입한 경우 연 0.1%p
장기거래 우대이자율 : 연 0.1%p
 - 이 예금을 장기형으로 가입하고 자동재예치를 신청한 고객에 한해 최초 재예치일부터 연 0.1%p의 장기거래 우대이자율을 추가로 적용""
",4,4.0
